conversation_ID,emotion_utterance_ID,emotion,cause_utterance_ID,emotion_cause
632,2,anger,2,"How many times have I told you guys , you never watch the cooking channel !"
632,4,joy,3,Hi Chandler .
632,4,joy,4,Hey !
632,6,sadness,5,I need that broiling pan that Joey borrowed the other day .
632,6,sadness,6,we used it when the duck was throwing up caterpillars .
632,9,joy,9,we have the whole place to ourselves .
632,13,surprise,11,"I just , thought maybe you would wanna book some time with the best you would ever had ."
632,13,surprise,12,champ ? I think I will pass .
632,14,surprise,13,Why ?
632,15,sadness,12,champ ? I think I will pass .
632,15,sadness,13,Why ?
633,4,anger,3,the bee probably died after he stung you .
633,7,anger,6,would you mind switching with me ?
633,7,anger,7,"no way , I am in the shot man ."
633,8,anger,6,would you mind switching with me ?
633,8,anger,7,"no way , I am in the shot man ."
633,8,anger,8,You have been here all day !
635,3,joy,2,Hi Joey .
635,3,joy,3,Hey Pheebs !
635,5,surprise,4,I would like to donate $ 200 .
637,2,surprise,1,there is something I wanted to talk to you about
637,5,surprise,7,Your nose is bleeding !
637,6,surprise,5,Oh hey !
637,7,surprise,7,Your nose is bleeding !
637,8,sadness,7,Your nose is bleeding !
637,9,sadness,7,Your nose is bleeding !
637,10,anger,7,Your nose is bleeding !
637,11,sadness,7,Your nose is bleeding !
637,11,sadness,11,This ... this happened when my grandfather died .
637,12,disgust,7,Your nose is bleeding !
637,13,sadness,7,Your nose is bleeding !
637,17,sadness,17,I can not see you anymore .
637,18,sadness,17,I can not see you anymore .
637,18,sadness,18,I can not see you either .
638,4,joy,4,We still got a lot of high ... speed chasing to do !
638,6,surprise,5,We are switching rooms again .
638,8,disgust,8,Our last ocean view room was unacceptable to you .
639,1,anger,1,these clowns are trying to take us for a ride
639,2,joy,1,I am not gonna let em ! And we are not a couple of suckers !
639,3,sadness,3,all these rooms are fine okay ? Can you just pick one so I can watch ...
640,1,joy,1,this one I like !
640,2,anger,2,It is over !
640,4,anger,4,am I getting in the way of all the room switching fun ?
640,5,anger,4,am I getting in the way of all the room switching fun ?
640,5,anger,5,blame me for wigging tonight
640,6,anger,4,am I getting in the way of all the room switching fun ?
640,6,anger,5,do not blame me for wigging tonight !
640,7,anger,5,blame me for wigging tonight
640,8,anger,6,who should I blame ?
640,8,anger,7,"I do not know , how about the idiot who thought he could drive from Albany to Canada on a half a tank of gas !"
640,8,anger,8,speak ill of the dead
640,10,sadness,9,"We are supposed to uh , be spending a romantic weekend together , it ... it , what is the matter with you ?"
640,10,sadness,10,I just want to watch a little television .
640,11,anger,10,"Geez , relax mom ."
640,12,fear,11,What did you say ?
641,1,sadness,1,for me not to see you anymore .
641,2,surprise,1,for me not to see you anymore .
641,2,surprise,2,That is crazy !
641,3,surprise,1,for me not to see you anymore .
641,3,surprise,2,That is crazy !
641,4,sadness,1,for me not to see you anymore .
641,5,sadness,6,you already agreed to this
641,6,sadness,6,you already agreed to this
641,7,sadness,6,"you already agreed to this , have not you ?"
641,7,sadness,7,"It is awful I know , I mean , I feel terrible but I have to do this if I want my marriage to work ."
641,8,sadness,7,"It is awful I know , I mean , I feel terrible but I have to do this if I want my marriage to work ."
641,10,sadness,10,what a nightmare this has been . This is so hard .
641,11,anger,6,you already agreed to this
641,11,anger,7,I have to do this if I want my marriage to work .
641,11,anger,10,You have no idea what a nightmare this has been . This is so hard .
641,12,surprise,12,What are you doing ?
641,13,anger,6,you already agreed to this
641,13,anger,7,I have to do this if I want my marriage to work .
641,15,anger,6,you already agreed to this
641,15,anger,7,I have to do this if I want my marriage to work .
642,4,anger,4,I ... I do not even feel like I know you anymore man !
642,7,anger,7,"Were you , or were you not on a gay cruise ?"
644,9,fear,9,you cannot tell anyone ! No one knows !
644,10,surprise,8,You ? ! And ... and you ? !
644,10,surprise,9,"Yes , but you cannot tell anyone ! No one knows !"
644,12,surprise,11,It happened in London .
644,14,surprise,13,The reason we did not tell anyone was because we did not want to make a big deal out of it .
644,14,surprise,14,But it is a big deal ! !
644,15,fear,14,I have to tell someone !
644,16,fear,14,I have to tell someone !
644,16,fear,16,We just do not want to deal with telling everyone
644,17,surprise,17,"this is unbelievable ! I mean , it is great"
644,18,joy,17,it is great
644,18,joy,18,it is great !
644,19,disgust,19,I do not want to see that !
644,20,sadness,20,We are so stupid !
645,6,joy,6,rules are good ! Rules help control the fun !
646,1,joy,1,I can not wait to see you .
646,2,surprise,2,what is in here ? Rocks ?
646,4,disgust,2,what is in here ? Rocks ?
646,4,disgust,3,"No ... no , this is my collection of fossil samples ."
646,5,sadness,5,I am really gonna miss this apartment .
646,6,joy,6,remember when I ran into this thing and it kinda knocked me out a little
646,7,sadness,7,I wish I did not have to move .
646,8,surprise,7,I wish I did not have to move .
646,8,surprise,8,you are not entirely happy about this ?
646,10,surprise,7,I wish I did not have to move .
646,10,surprise,9,if Emily gave me a choice
646,11,surprise,7,I wish I did not have to move .
646,11,surprise,9,if Emily gave me a choice
646,11,surprise,11,"why are you listening to her ? ! Are you , are you crazy ? !"
647,1,sadness,1,I feel so guilty about Ross .
647,2,sadness,1,I feel so guilty about Ross .
647,3,sadness,3,I kinda feel like it is my fault .
647,4,anger,4,If you just kept this to yourself none of this would have happened .
647,5,anger,4,If you just kept this to yourself none of this would have happened .
647,5,anger,5,I am keeping so many things to myself these days
647,6,fear,5,"I am keeping so many things to myself these days , something was bound to slip out !"
647,8,surprise,8,what are you doing with the coat ? How about the whole animal rights thing ?
647,14,joy,14,He was fine !
650,2,anger,2,he waited until the last minute !
650,3,anger,2,he waited until the last minute !
650,3,anger,3,"if I said yes , he would know I had nothing better to do than wait around for an invitation to his stupid party ."
650,4,anger,2,he waited until the last minute !
650,4,anger,3,"if I said yes , he would know I had nothing better to do than wait around for an invitation to his stupid party ."
650,5,joy,5,Which puts me right back in the driver seat .
650,6,surprise,6,So the ball is in his court ?
650,7,disgust,6,So the ball is in his court ?
651,5,joy,5,Wanna play some foosball ?
651,10,anger,10,the quiet down thing !
651,12,anger,12,he taped over my Baywatch tape with some show about bugs !
652,3,surprise,3,I just went down to Johnos for some chicken and it was closed !
652,4,disgust,4,it was all violated .
652,5,anger,4,I took Larry there to eat but it was all violated . So we shut it down !
652,5,anger,5,this guy keeps closing down all of our favorite places
652,9,fear,8,It is Danny .
652,9,fear,9,Do not let him in ! I am supposed to be at a regatta gala .
652,10,anger,9,Do not let him in ! I am supposed to be at a regatta gala .
652,11,surprise,10,Can not you just say it starts later ?
652,11,surprise,11,What ? What kind of a regatta gala starts at night ? !
652,16,joy,15,see you at the party .
652,17,joy,17,"He would say , "" See you ladle . """
654,1,joy,1,it is perfect !
654,4,sadness,4,I see what you guys are saying .
654,5,disgust,5,We are bad people .
654,6,surprise,6,He knew we were trying to get rid of him . He knew !
655,2,joy,1,ready for dinner ?
655,3,joy,1,ready for dinner ?
655,3,joy,2,"Ooh , absolutely !"
655,4,joy,3,"You wanted to go the Italian place down on Bleaker Street , right ?"
655,4,joy,4,I love that place !
655,7,disgust,7,how long that milk has been setting out
655,11,joy,11,let go !
655,14,disgust,12,Are you familiar with Section 11 ... B of the Health Code that requires all refuse material out the back exit ?
655,14,disgust,13,But then I would have to go all the way around the dry cleaner place .
655,14,disgust,14,you are saying you would choose convenience over health ? !
655,15,anger,16,can not you just be Larry and not Larry the health inspector guy ?
655,16,anger,16,can not you just be Larry and not Larry the health inspector guy ?
655,17,anger,16,can not you just be Larry and not Larry the health inspector guy ?
655,19,joy,18,I suppose I could give him a warning .
655,22,disgust,22,a hot dog vendor who picks his nose .
656,1,surprise,1,tonight was your party .
656,2,joy,2,you look great ! Glad you could make it .
656,7,anger,5,whose court is the ball in now ?
656,7,anger,6,I thought there was not a ball ?
656,9,surprise,9,You telling people about me ?
656,10,joy,10,You two could really hit it off !
656,11,joy,11,"you work at Bloomingdale , huh ? My mom calls it Bloomies ."
656,13,surprise,12,at ease solider !
656,17,joy,17,He just keeps lobbing them up and I just keep knocking them right out of the park !
656,19,joy,18,I need a drink .
659,1,joy,1,You did look like an idiot .
659,4,joy,4,"Remember when Ross tried to say , "" Butternut squash ? """
659,4,joy,5,"And it came out , "" Squatternut buash ? """
659,5,joy,4,"Remember when Ross tried to say , "" Butternut squash ? """
659,5,joy,5,"And it came out , "" Squatternut buash ? """
659,7,sadness,7,That is my worse Thanksgiving .
659,8,surprise,7,That is my worse Thanksgiving .
659,8,surprise,8,That can not be the one Rachel talking about . She did not even know that happened . So which one was it ?
659,9,sadness,9,I ... I really do not want to tell this story .
659,10,sadness,9,I ... I really do not want to tell this story .
663,2,anger,2,You ... you ... you ... you threw my sandwich away !
663,3,anger,2,You ... you ... you ... you threw my sandwich away !
663,4,anger,2,You ... you ... you ... you threw my sandwich away !
665,4,joy,4,I just convinced Paul to give us a test next week !
665,5,surprise,4,I just convinced Paul to give us a test next week !
665,6,joy,4,I just convinced Paul to give us a test next week !
665,6,joy,6,Tests make us all better learners ! Oh yeah ! We should have essay questions ! !
666,1,joy,3,I am going to be one of those people collection donations .
666,3,joy,3,I am going to be one of those people collection donations .
666,4,joy,3,I am going to be one of those people collection donations .
666,4,joy,4,I already have my bell and later on ... I get my bucket .
666,6,joy,6,I am going to be out there spreading joy to the people .
666,7,joy,6,I am going to be out there spreading joy to the people .
666,8,joy,6,I am going to be out there spreading joy to the people .
669,2,anger,2,I just saw Danny getting on the subway with a girl and he had his arm around her .
669,3,sadness,2,I just saw Danny getting on the subway with a girl and he had his arm around her .
669,4,anger,4,this is all your fault ! You meddled in our relationship ! !
669,5,anger,4,this is all your fault ! You meddled in our relationship ! !
669,6,anger,4,this is all your fault ! You meddled in our relationship ! !
669,7,anger,4,this is all your fault ! You meddled in our relationship ! !
669,7,anger,6,I was doing my thing and everything was going according to the plan !
669,12,disgust,12,She was kinda stupid .
